Q1_Gender,Q2_Living_Area,Q3_Maritial_Status,SMA1,SMA2,SMA3,SMA4,SMA5,SMA6,SMA7,SMA8,SMA9,SMA10,Scale_value,Add_lebel
1,2,2,3,5,2,2,3,5,1,1,1,1,23,2
1,1,2,4,5,5,4,4,3,3,4,5,3,37,2
1,1,2,5,4,3,1,3,1,2,3,4,1,26,2
2,1,2,5,4,3,2,3,5,3,3,5,1,33,2
1,1,2,5,2,1,2,5,1,1,3,4,1,24,2
1,1,2,5,4,5,3,5,3,5,5,5,1,40,2
1,1,2,2,3,4,1,1,1,3,1,2,1,18,1
1,2,2,3,3,3,3,3,3,3,3,3,3,27,2
1,1,2,5,3,3,1,2,3,2,3,3,3,25,2
1,1,2,3,5,5,5,5,5,5,5,5,5,43,3
1,1,2,2,3,5,1,3,1,3,3,3,1,24,2
1,1,2,5,4,1,2,3,1,3,2,2,1,23,2
1,1,2,4,4,2,4,4,1,2,4,5,3,30,2
1,2,2,5,4,4,5,3,4,4,4,5,1,38,2
2,1,2,2,3,3,3,1,1,3,1,2,1,19,1
2,2,2,5,3,5,3,5,3,2,3,5,1,34,2
2,1,2,5,3,2,1,5,3,3,2,2,1,26,2
2,1,2,5,5,5,4,5,5,5,5,5,5,44,3
2,1,2,5,3,1,1,3,1,2,2,5,1,23,2
2,1,2,4,4,4,4,4,4,4,4,4,4,36,2
2,2,2,5,3,3,1,3,2,3,3,3,1,26,2
1,2,2,5,3,3,2,3,4,3,2,2,1,27,2
2,1,2,4,3,4,2,2,3,4,2,2,1,26,2
1,2,2,5,5,3,3,2,1,3,3,3,1,28,2
2,1,2,2,3,1,2,2,2,1,2,3,1,18,1
2,1,2,5,5,2,1,1,1,1,3,3,1,22,2
1,1,2,3,3,2,1,2,2,1,3,1,1,18,1
1,1,2,4,3,3,2,3,3,2,2,2,2,24,2
1,2,2,5,5,5,1,2,5,5,3,5,1,36,2
2,1,2,2,4,2,3,3,2,2,4,3,2,25,2
1,2,2,3,3,1,1,1,3,1,1,3,1,17,1
1,2,2,3,3,3,4,3,3,3,3,3,4,28,2
1,1,2,4,4,1,2,5,2,1,2,4,1,25,2
2,2,2,3,3,3,1,5,1,1,1,1,1,19,1
1,1,2,5,4,3,2,2,4,2,1,1,1,24,2
2,1,2,3,1,1,1,1,1,1,3,3,1,15,1
2,1,2,2,3,1,1,2,2,1,1,3,1,16,1
1,1,2,2,2,3,5,5,3,3,5,5,4,33,2
2,1,2,2,3,2,2,1,1,2,3,3,2,19,1
2,1,2,5,5,3,1,1,1,2,1,3,1,22,2
1,1,2,5,5,4,4,3,4,2,4,4,1,35,2
2,2,2,4,4,1,2,3,3,1,2,3,1,23,2
2,1,2,5,3,5,3,5,3,5,5,5,1,39,2
1,1,2,5,4,2,3,4,4,1,2,4,4,29,2
1,1,2,5,5,2,1,3,3,1,3,5,1,28,2
2,2,2,5,3,1,1,3,1,1,1,3,1,19,1
2,1,2,5,3,3,1,1,1,2,1,3,1,20,2
2,1,2,4,4,2,2,5,1,1,1,4,1,24,2
2,2,2,3,3,3,1,3,3,3,3,4,1,26,2
1,1,2,5,5,3,3,2,1,1,1,2,1,23,2
2,1,2,3,1,1,1,1,1,1,1,1,1,11,1
2,1,2,5,2,5,1,5,1,4,3,5,1,31,2
1,1,2,4,4,4,2,3,3,1,1,4,2,26,2
1,1,2,4,3,2,2,3,2,2,3,4,1,25,2
2,1,2,5,3,3,3,3,3,3,3,3,1,29,2
1,1,2,3,3,1,1,5,5,1,1,1,1,21,2
2,2,2,4,5,4,4,3,3,4,5,5,3,37,2
1,1,2,4,4,4,3,3,3,4,3,4,2,32,2
2,1,2,3,3,2,1,3,1,1,3,3,1,20,2
1,2,2,5,1,5,1,1,3,3,5,1,1,25,2
2,1,2,5,1,1,1,1,1,1,1,1,1,13,1
1,1,2,5,5,4,4,5,5,3,3,4,1,38,2
1,1,2,3,2,5,1,2,1,1,1,4,1,20,2
2,2,2,5,3,2,3,4,3,2,2,3,1,27,2
1,2,2,3,3,1,1,5,1,1,1,3,1,19,1
1,2,1,5,3,5,3,3,2,2,3,3,2,29,2
1,1,2,5,5,5,5,5,4,3,5,5,1,42,3
1,1,2,5,4,1,1,2,2,1,3,4,3,23,2
1,1,2,4,5,5,3,2,4,4,4,5,3,36,2
1,1,2,4,4,4,2,3,1,1,3,4,2,26,2
1,2,2,2,3,2,1,2,2,1,4,3,1,20,2
1,2,2,3,3,1,1,1,5,1,2,5,3,22,2
1,2,1,5,5,5,3,5,4,2,3,5,1,37,2
1,2,2,1,2,3,1,1,2,3,4,4,2,21,2
2,1,2,3,4,1,2,1,1,2,1,4,1,19,1
2,1,2,5,2,1,2,1,1,2,1,2,1,17,1
1,1,2,3,4,2,3,4,3,1,5,5,1,30,2
2,1,2,5,3,2,3,5,3,3,2,3,1,29,2
1,1,2,3,4,3,4,3,4,2,5,5,1,33,2
2,1,2,5,3,2,2,3,3,2,3,3,1,26,2
1,1,2,3,1,1,3,3,2,3,2,4,1,22,2
1,1,2,3,3,5,3,5,1,4,3,3,1,30,2
1,2,2,4,5,3,4,5,4,2,5,4,1,36,2
1,1,2,3,1,3,1,2,3,1,1,2,1,17,1
1,2,2,5,2,1,1,1,1,2,2,3,1,18,1
1,1,2,3,1,1,1,4,1,1,1,1,1,14,1
2,1,2,3,2,3,1,1,3,2,1,1,1,17,1
1,1,2,3,3,1,1,2,3,1,1,1,1,16,1
1,2,2,5,3,1,3,5,1,3,5,5,1,31,2
1,1,2,5,3,5,1,2,3,3,1,3,1,26,2
1,1,2,1,3,1,1,3,2,1,1,3,1,16,1
1,1,2,5,3,1,3,3,1,1,3,5,1,25,2
1,1,2,2,1,1,1,3,1,1,1,1,1,12,1
1,2,2,1,1,1,1,1,1,1,1,1,1,9,1
1,1,2,4,3,3,3,2,5,5,3,4,3,32,2
1,2,2,3,3,2,1,4,1,1,1,1,1,17,1
2,2,2,3,5,5,1,5,1,5,5,5,1,35,2
1,2,2,4,3,1,1,4,1,1,2,5,1,22,2
1,2,2,4,4,3,3,5,4,2,5,5,2,35,2
2,1,2,5,1,3,1,1,1,1,1,3,1,17,1
1,1,2,3,4,1,1,2,3,2,1,2,1,19,1
1,2,2,5,5,5,4,5,3,3,5,5,3,40,2
2,1,2,4,4,3,1,3,5,1,1,1,1,23,2
1,1,2,5,2,2,1,4,2,2,2,4,1,24,2
1,1,2,2,1,1,1,1,1,1,1,1,1,10,1
1,1,2,2,1,1,3,1,3,1,1,1,1,14,1
1,2,2,4,1,1,3,1,1,1,1,3,1,16,1
1,1,2,3,2,2,2,5,1,1,1,2,1,19,1
1,2,2,3,3,1,1,1,3,1,1,3,1,17,1
1,2,2,2,2,1,1,1,1,1,1,2,1,12,1
2,2,2,3,3,5,3,1,5,1,3,3,1,27,2
1,1,2,3,3,3,2,5,1,1,4,3,1,25,2
1,2,2,2,4,3,3,1,3,2,2,3,2,23,2
2,2,2,4,1,1,1,1,1,1,1,3,1,14,1
1,2,2,5,5,5,5,5,1,5,5,5,1,41,3
1,1,2,3,1,5,5,5,1,3,5,5,1,33,2
2,2,2,4,5,4,3,2,1,3,4,5,1,31,2
2,2,2,4,5,5,3,1,1,5,5,5,1,34,2
1,2,2,3,3,2,1,5,3,1,1,3,1,22,2
1,1,2,4,3,5,3,3,4,2,1,4,1,29,2
2,1,2,5,5,3,1,5,2,1,4,5,4,31,2
1,2,2,5,5,2,2,4,4,2,3,3,3,30,2
1,2,2,3,1,3,1,1,3,3,3,1,1,19,1
2,1,2,5,3,3,3,2,2,1,3,3,1,25,2
1,1,1,1,3,1,1,3,1,1,3,1,1,15,1
2,1,2,3,3,3,1,1,2,2,1,3,1,19,1
1,1,2,5,1,1,1,1,3,1,1,1,1,15,1
1,2,2,5,1,3,2,5,1,1,3,5,5,26,2
1,2,2,3,5,4,3,5,4,4,5,5,1,38,2
1,2,2,4,3,2,2,4,1,3,4,4,1,27,2
1,2,2,5,2,5,2,1,1,1,1,1,1,19,1
1,1,2,4,5,2,2,5,1,1,3,5,2,28,2
1,2,1,3,4,2,3,3,2,1,2,4,1,24,2
1,1,2,3,4,5,5,1,4,1,5,5,1,33,2
1,1,2,5,5,3,4,4,3,2,5,5,1,36,2
1,1,1,3,2,1,3,3,2,1,3,4,1,22,2
1,1,2,5,3,5,3,2,1,3,5,4,1,31,2
1,1,1,3,1,1,1,4,1,1,1,1,1,14,1
1,2,2,5,5,3,3,1,1,1,1,1,1,21,2
2,1,2,5,5,3,3,4,2,2,4,5,3,33,2
2,1,2,5,4,2,3,3,3,2,5,4,1,31,2
1,2,2,3,2,3,1,5,1,3,3,3,1,24,2
1,2,2,3,3,1,1,3,3,1,3,3,1,21,2
1,1,2,4,4,4,4,3,4,3,4,5,1,35,2
2,2,2,5,5,4,3,3,5,3,4,5,1,37,2
2,1,2,5,3,3,3,2,3,3,3,3,1,28,2
2,1,2,3,5,3,2,1,5,3,1,3,1,26,2
1,2,2,5,4,5,4,1,2,5,1,5,1,32,2
1,1,1,3,2,1,1,1,1,1,1,1,1,12,1
1,1,2,2,2,1,1,1,2,1,1,3,3,14,1
2,1,2,4,3,2,2,1,3,2,1,3,1,21,2
1,2,2,1,3,1,1,4,3,1,1,1,1,16,1
2,1,2,5,3,2,1,4,1,3,1,4,2,24,2
1,1,2,1,2,3,5,3,1,3,3,3,2,24,2
1,1,2,5,5,2,2,3,5,1,2,2,1,27,2
1,2,2,3,3,1,3,5,1,1,5,3,1,25,2
1,1,2,5,5,5,5,5,5,1,5,5,1,41,3
1,1,2,3,5,2,3,5,5,1,3,1,2,28,2
2,2,2,3,4,3,1,3,1,2,3,4,1,24,2
1,1,2,5,3,3,2,3,2,3,2,2,1,25,2
2,2,2,3,1,1,1,1,1,1,1,1,1,11,1
1,2,2,2,1,1,1,2,1,1,1,2,1,12,1
1,1,2,4,3,3,2,2,2,3,2,3,1,24,2
1,1,2,3,3,2,2,1,1,3,1,3,1,19,1
2,1,2,5,3,3,3,4,3,2,2,3,5,28,2
1,1,2,5,1,1,1,1,1,1,1,3,1,15,1
2,1,2,3,4,1,1,1,1,1,1,5,1,18,1
1,1,2,3,3,1,1,1,1,1,2,3,1,16,1
1,1,2,5,5,2,4,5,2,1,4,4,1,32,2
1,1,1,4,3,1,1,1,2,1,1,3,1,17,1
1,1,2,5,3,3,3,3,4,3,3,3,1,30,2
2,2,2,3,5,4,3,3,2,5,4,3,1,32,2
2,1,2,3,3,2,1,1,1,1,3,3,1,18,1
1,1,2,3,3,1,1,4,1,3,1,3,1,20,2
2,2,2,2,3,3,1,3,1,1,1,3,1,18,1
1,2,2,4,4,1,4,3,4,3,5,5,2,33,2
1,1,2,4,3,3,1,3,1,1,1,3,1,20,2
1,1,2,3,4,2,2,2,3,2,2,4,1,24,2
2,1,2,5,3,5,3,2,1,1,2,3,1,25,2
2,1,2,5,4,3,4,3,5,3,3,3,1,33,2
1,1,2,2,1,1,1,5,1,1,1,1,1,14,1
2,1,2,4,3,4,1,3,1,2,1,3,1,22,2
2,1,2,5,5,5,3,5,5,5,5,5,1,43,3
2,1,2,5,2,1,1,5,3,1,1,1,1,20,2
1,2,2,3,1,3,1,1,3,1,1,1,1,15,1
2,1,1,5,3,1,1,1,1,1,1,1,1,15,1
1,1,2,3,2,1,1,5,2,1,1,3,1,19,1
1,1,2,3,4,3,2,3,1,1,2,3,1,22,2
1,1,2,5,3,2,1,2,3,1,1,2,1,20,2
1,1,2,5,4,3,4,4,5,2,1,3,3,31,2
1,2,1,3,1,3,1,2,1,1,1,1,1,14,1
2,1,2,3,1,3,1,5,3,3,3,3,1,25,2
1,2,2,3,3,2,1,2,1,1,3,3,1,19,1
2,1,2,3,4,1,1,1,1,1,1,1,1,14,1
1,2,2,2,2,3,1,3,1,1,1,2,1,16,1
2,1,2,5,5,5,5,4,5,5,5,5,3,44,3
1,1,2,3,1,1,1,1,1,3,1,3,1,15,1
1,1,2,5,1,3,1,1,3,1,1,1,1,17,1
2,1,2,3,3,3,2,3,1,3,1,3,1,22,2
2,1,2,1,5,3,1,1,3,3,3,3,1,23,2
1,1,2,3,3,1,1,1,1,1,1,1,1,13,1
2,1,2,3,3,2,1,1,2,3,3,5,1,23,2
2,1,2,3,3,4,1,3,5,3,3,5,1,30,2
1,1,2,5,4,3,2,2,2,1,4,5,1,28,2
2,1,2,4,3,2,2,2,4,1,2,3,2,23,2
1,1,2,3,3,4,1,3,1,2,1,3,1,21,2
2,2,2,5,3,3,2,5,5,3,1,3,1,30,2
2,2,2,5,3,3,2,3,5,3,1,3,1,28,2
2,1,2,3,4,1,1,3,2,1,3,4,3,22,2
1,2,2,5,5,4,4,3,1,3,3,4,3,32,2
1,1,2,5,3,1,1,4,1,1,1,1,1,18,1
1,1,2,5,1,3,1,1,1,1,3,3,1,19,1
2,1,2,3,4,5,3,1,1,1,1,5,1,24,2
2,2,2,5,4,3,3,4,2,2,2,3,1,28,2
2,1,1,2,2,1,1,2,1,2,3,3,1,17,1
1,1,1,5,3,1,1,3,1,1,1,1,1,17,1
1,1,2,1,5,3,2,3,1,1,1,2,1,19,1
1,1,2,5,4,3,3,4,5,5,4,5,1,38,2
1,2,2,5,3,3,1,3,1,1,1,1,1,19,1
2,1,2,5,4,3,2,3,5,3,4,3,1,32,2
2,1,2,5,3,3,2,3,5,3,4,3,1,31,2
1,2,2,5,4,3,4,5,5,3,5,5,1,39,2
1,2,2,4,3,2,2,4,4,1,3,4,2,27,2
1,1,2,5,3,1,2,2,3,1,3,3,1,23,2
2,2,2,3,1,3,1,1,1,3,1,1,1,15,1
1,1,2,5,3,2,3,5,2,3,4,4,1,31,2
2,1,2,4,3,2,1,5,1,1,3,3,1,23,2
2,2,2,3,1,1,1,1,1,1,1,1,1,11,1
2,1,2,5,5,5,1,3,1,1,2,3,1,26,2
1,2,2,3,3,2,1,5,3,1,1,3,1,22,2
2,1,2,3,2,1,1,4,2,1,1,3,1,18,1
1,2,2,5,3,2,1,1,3,3,3,3,2,24,2
1,1,2,5,5,5,2,5,5,5,5,4,1,41,3
1,2,2,4,3,4,4,2,2,2,2,5,5,28,2
1,1,2,5,3,3,3,2,1,5,2,3,2,27,2
1,2,2,3,3,5,2,5,1,3,1,3,1,26,2
1,1,2,5,5,5,5,5,3,5,5,5,1,43,3
2,2,2,5,3,5,5,5,5,3,5,5,1,41,3
1,1,2,5,3,1,1,1,3,2,1,2,1,19,1
1,1,2,5,3,5,4,3,5,3,5,1,4,34,2
1,2,2,3,4,1,2,1,3,1,4,3,1,22,2
1,1,2,5,5,5,5,5,5,5,5,5,5,45,3
1,2,2,5,5,3,3,3,2,3,2,5,3,31,2
1,1,2,4,5,5,3,4,2,4,3,4,1,34,2
2,2,2,5,4,3,4,4,3,1,4,3,1,31,2
1,1,2,5,3,1,1,4,2,2,1,2,1,21,2
1,1,2,5,3,1,2,1,3,1,1,2,1,19,1
1,2,2,5,5,4,1,4,1,1,1,5,1,27,2
1,1,2,5,5,5,5,5,5,1,5,5,1,41,3
2,2,2,5,5,3,2,3,1,1,3,4,1,27,2
2,2,2,5,3,2,1,3,1,1,3,5,1,24,2
1,1,2,5,3,3,5,3,3,3,3,2,3,30,2
1,2,2,5,3,3,2,3,2,1,3,2,1,24,2
1,2,2,5,3,3,2,3,3,2,2,3,1,26,2
1,2,2,3,2,3,2,3,1,2,1,1,1,18,1
1,2,2,5,5,3,2,3,5,1,2,5,1,31,2
1,1,2,5,3,2,3,2,2,2,2,3,1,24,2
1,1,1,5,3,1,2,4,2,2,2,2,1,23,2
1,2,2,5,1,3,2,4,3,2,4,5,1,29,2
1,1,1,5,4,3,1,1,1,1,1,5,1,22,2
2,2,2,5,3,3,1,2,1,3,3,5,1,26,2
1,1,2,5,4,2,3,3,2,2,3,3,1,27,2
1,1,2,5,3,2,3,3,3,2,2,2,1,25,2
2,1,2,5,5,5,2,1,1,2,4,5,1,30,2
1,1,2,5,5,4,3,5,5,3,5,5,2,40,2
1,1,2,3,2,2,1,5,1,1,1,1,1,17,1
1,1,2,3,3,1,1,3,1,1,1,1,1,15,1
1,1,2,4,2,1,1,1,1,1,1,1,1,13,1
1,1,2,3,1,1,3,5,1,2,1,3,1,20,2
1,1,2,3,2,3,2,1,1,1,1,2,1,16,1
2,1,1,2,3,1,3,1,1,1,2,3,1,17,1
1,1,2,4,4,3,3,4,3,3,3,3,2,30,2
1,1,2,4,3,3,3,4,3,3,3,3,3,29,2
1,1,2,2,3,1,3,2,3,1,1,3,1,19,1
1,2,2,5,5,3,4,5,2,1,5,5,1,35,2
1,2,2,5,3,2,1,1,3,2,1,3,2,21,2
2,2,2,4,4,3,3,3,2,2,4,5,1,30,2
1,1,2,5,3,3,3,3,1,1,3,3,1,25,2
1,1,2,5,3,1,3,3,1,1,1,1,1,19,1
1,1,2,5,3,2,1,1,3,2,1,2,1,20,2
2,1,2,5,2,2,1,5,1,2,3,1,1,22,2
1,1,2,4,4,1,1,4,3,1,1,4,2,23,2
2,1,2,3,3,2,1,1,1,1,3,5,1,20,2
1,1,2,4,3,2,3,4,2,3,3,4,3,28,2
2,2,2,3,1,1,1,3,1,1,1,3,1,15,1
2,2,1,5,5,5,3,4,3,2,3,4,1,34,2
1,1,2,4,1,4,1,5,1,1,1,4,1,22,2
1,2,2,5,3,5,1,5,1,1,1,3,1,25,2
2,1,2,5,5,3,3,3,4,2,3,4,3,32,2
1,1,1,3,4,1,1,2,3,1,1,3,1,19,1
1,1,2,5,5,5,2,3,2,2,2,3,1,29,2
2,1,2,3,3,5,3,5,1,1,3,1,1,25,2
1,1,2,3,3,2,3,2,2,1,1,4,1,21,2
1,2,2,3,5,5,5,3,3,3,3,3,3,33,2
1,1,2,5,5,5,1,4,2,2,1,4,1,29,2
1,1,2,3,5,2,3,4,4,1,2,2,1,26,2
1,1,2,5,4,5,4,3,3,3,2,5,3,34,2
1,2,2,4,2,1,1,1,3,1,1,3,2,17,1
1,1,2,3,1,1,2,1,1,2,1,2,1,14,1
2,1,2,1,3,1,3,1,3,1,3,3,1,19,1
2,2,2,5,5,5,5,4,3,2,5,5,1,39,2
1,1,2,5,4,3,2,2,3,2,4,4,4,29,2
1,2,2,5,5,3,4,3,3,3,4,3,1,33,2
1,1,1,5,4,3,1,3,1,1,3,3,1,24,2
1,1,1,4,4,3,1,3,1,3,1,3,1,23,2
1,1,1,4,4,3,1,3,1,3,4,3,1,26,2
1,2,2,3,3,2,3,3,1,1,2,2,1,20,2
1,2,2,5,3,3,1,1,5,3,1,1,1,23,2
1,2,2,5,4,3,1,3,3,3,4,3,1,29,2
1,1,2,5,3,3,2,4,1,3,2,3,1,26,2
1,2,1,2,2,1,3,1,1,1,1,2,1,14,1
2,2,2,5,1,1,1,1,3,1,1,3,1,17,1
1,1,2,2,3,1,1,1,2,1,1,2,1,14,1
1,2,2,5,5,5,1,1,5,5,3,5,1,35,2
1,1,1,5,5,4,4,3,2,3,4,4,3,34,2
2,1,2,5,3,3,1,2,1,2,3,5,1,25,2
1,1,2,5,3,5,1,3,3,3,3,5,1,31,2
2,1,2,5,5,4,3,3,4,4,4,5,1,37,2
1,1,2,3,1,1,1,1,1,1,1,1,1,11,1
1,1,2,3,3,3,1,5,1,3,1,3,1,23,2
1,1,2,5,5,5,5,5,5,1,5,5,5,41,3
1,2,2,5,4,3,3,4,4,4,4,5,3,36,2
1,1,2,5,1,1,3,4,1,2,5,5,1,27,2
1,1,2,2,4,2,3,3,3,2,4,3,1,26,2
1,1,2,4,3,1,3,4,3,1,3,3,1,25,2
2,2,2,3,4,2,2,4,3,1,2,3,1,24,2
2,2,2,5,3,2,1,1,4,1,1,4,1,22,2
2,2,2,3,2,3,2,5,3,2,1,2,1,23,2
2,1,2,5,5,5,3,4,3,3,2,3,1,33,2
2,1,2,5,4,3,1,4,3,1,1,3,1,25,2
1,1,2,3,3,1,1,1,1,1,1,1,1,13,1
1,2,2,5,3,4,1,3,1,1,2,4,1,24,2
1,2,2,5,5,1,2,1,1,1,2,3,1,21,2
1,1,2,5,3,2,2,3,2,1,2,3,1,23,2
1,1,2,3,5,4,3,4,3,3,3,5,2,33,2
1,1,2,5,3,3,3,3,5,2,3,5,1,32,2
1,1,2,5,3,4,2,1,1,2,1,3,1,22,2
1,1,2,5,1,1,1,5,1,1,1,1,1,17,1
1,1,2,5,5,5,5,5,2,3,5,5,1,40,2
1,2,2,3,3,1,1,1,1,1,1,3,1,15,1
2,1,2,3,3,2,1,2,2,2,2,3,1,20,2
2,1,2,3,4,1,1,1,2,2,1,3,2,18,1
1,1,2,3,3,3,2,4,2,1,1,4,1,23,2
2,1,2,4,3,3,2,2,1,2,2,2,2,21,2
1,2,1,3,3,2,1,4,2,1,2,3,1,21,2
1,1,2,5,3,5,2,3,4,2,1,2,2,27,2
2,1,2,5,5,3,3,5,3,3,3,5,1,35,2
1,2,2,3,3,2,2,4,1,2,2,3,2,22,2
1,1,2,3,1,1,1,3,1,1,1,1,1,13,1
1,1,2,3,1,1,1,2,1,1,1,1,1,12,1
2,1,2,5,5,5,3,5,1,3,5,5,2,37,2
1,2,2,5,4,4,3,4,3,4,3,3,1,33,2
1,2,2,5,3,1,2,5,3,1,5,5,2,30,2
1,2,2,5,4,4,1,4,1,4,4,4,1,31,2
1,2,2,3,3,1,1,1,1,1,1,2,1,14,1
1,2,2,5,3,1,1,5,4,1,3,4,1,27,2
2,1,2,5,5,4,2,3,4,2,4,3,2,32,2
2,1,2,3,3,1,1,3,2,1,3,5,1,22,2
2,1,2,4,3,3,2,3,3,2,1,2,1,23,2
1,1,1,4,3,2,3,3,5,2,2,4,3,28,2
1,1,2,4,2,4,1,1,3,1,1,3,1,20,2
1,1,2,5,5,5,5,5,5,5,5,5,5,45,3
1,2,2,5,3,3,2,5,3,1,3,1,1,26,2
2,1,2,5,3,3,1,3,5,5,2,1,1,28,2
2,1,2,5,3,3,1,2,3,1,3,3,1,24,2
2,1,2,5,4,4,4,5,5,4,5,5,3,41,3
2,1,2,2,3,1,3,3,1,1,1,3,1,18,1
1,1,2,3,1,1,1,5,3,1,2,1,1,18,1
1,2,2,5,5,4,1,1,3,3,2,3,1,27,2
1,1,2,5,1,3,1,5,1,1,1,1,1,19,1
1,1,2,3,5,3,2,3,2,3,2,4,1,27,2
1,2,2,5,3,3,2,3,3,2,2,2,2,25,2
2,1,2,4,1,3,3,1,4,3,1,2,1,22,2
1,1,2,3,3,1,2,2,2,2,3,3,2,21,2
2,2,2,5,5,3,3,5,5,3,5,4,2,38,2
2,1,2,3,3,2,1,5,1,1,3,2,1,21,2
2,1,2,3,5,3,1,1,1,1,2,1,1,18,1
2,1,2,1,1,3,1,1,5,1,1,3,1,17,1
1,1,2,1,1,3,2,1,5,1,1,3,1,18,1
2,1,2,5,3,1,1,3,3,1,3,3,1,23,2
1,2,2,2,2,1,1,1,1,3,3,2,1,16,1
2,1,2,3,3,4,1,4,2,1,4,3,1,25,2
1,2,2,4,5,5,3,1,2,5,1,3,5,29,2
1,1,2,3,3,1,1,5,1,1,1,3,1,19,1
2,2,2,1,4,1,3,1,1,1,1,4,1,17,1
1,2,2,1,3,1,3,2,1,1,3,1,1,16,1
2,2,2,5,3,1,1,1,3,3,1,1,1,19,1
2,1,2,2,2,2,2,3,2,1,2,2,2,18,1
2,1,2,2,2,2,2,2,2,1,2,2,1,17,1
2,1,2,3,3,1,2,3,1,1,1,4,3,19,1
1,1,2,5,4,5,3,4,3,3,4,5,1,36,2
1,1,2,2,5,3,1,2,1,1,1,2,1,18,1
1,1,2,3,3,1,2,5,2,3,2,3,2,24,2
1,1,2,3,5,3,1,3,3,1,2,3,1,24,2
1,1,2,5,3,2,2,1,1,1,1,3,1,19,1
1,1,2,5,3,5,1,1,1,3,1,1,1,21,2
2,2,1,3,5,5,2,4,1,3,3,5,1,31,2
1,1,2,2,2,1,1,1,1,1,1,2,1,12,1
2,1,2,5,5,4,3,3,4,3,3,5,1,35,2
1,2,2,5,5,3,3,5,5,3,3,5,1,37,2
2,1,2,3,3,2,1,3,1,3,2,3,1,21,2
1,1,2,4,4,2,4,3,1,1,4,5,3,28,2
2,1,2,3,3,1,2,5,1,1,1,3,1,20,2
1,1,2,5,3,1,2,1,3,1,2,4,2,22,2
2,2,2,5,1,2,1,3,1,1,1,3,1,18,1
1,2,2,5,5,5,5,5,5,5,4,5,5,44,3
1,1,2,5,3,3,1,1,3,2,1,3,1,22,2
2,2,2,3,2,3,1,1,1,1,1,3,1,16,1
2,2,2,3,2,1,2,3,4,1,1,3,3,20,2
1,1,2,5,5,3,5,5,5,2,5,5,2,40,2
1,2,2,4,5,2,3,3,1,3,3,1,1,25,2
1,1,2,5,1,1,1,1,1,3,1,3,2,17,1
1,1,2,3,1,2,1,5,1,2,2,1,1,18,1
1,1,2,3,5,3,1,1,3,1,1,3,1,21,2
2,1,2,5,5,3,3,3,1,3,3,5,1,31,2
1,2,2,4,5,4,3,3,3,5,3,3,3,33,2
2,2,2,5,5,4,3,3,4,2,4,5,1,35,2
1,1,2,5,3,5,2,4,1,5,5,5,3,35,2
2,1,2,2,4,1,1,2,3,2,3,4,1,22,2
2,2,2,5,3,4,1,3,1,3,1,2,2,23,2
2,1,2,5,3,1,1,2,1,1,1,3,1,18,1
1,1,2,5,4,5,4,3,3,4,5,4,3,37,2
1,1,2,5,2,3,1,3,4,4,4,3,1,29,2
2,2,2,5,3,3,3,3,1,1,3,5,1,27,2
1,1,2,3,2,1,1,2,1,1,1,1,1,13,1
1,2,2,5,4,2,1,3,3,1,3,3,2,25,2
1,1,2,5,4,1,4,4,3,1,3,5,2,30,2
2,1,2,3,4,5,3,3,2,4,4,5,2,33,2
2,1,2,3,4,1,1,5,1,1,3,1,1,20,2
1,2,2,5,4,1,1,3,3,1,1,1,1,20,2
1,1,2,2,4,2,3,3,3,3,3,5,3,28,2
1,1,2,5,5,5,3,5,5,4,4,5,1,41,3
2,1,1,5,3,2,2,3,2,1,2,2,1,22,2
1,1,2,5,4,5,3,4,1,3,2,4,2,31,2
1,1,2,3,1,3,1,5,3,1,1,2,1,20,2
2,1,1,5,4,5,3,3,1,4,1,4,1,30,2
1,1,2,1,1,1,1,1,1,1,1,2,1,10,1
1,1,2,5,1,1,1,1,3,1,1,1,1,15,1
1,1,2,4,1,3,1,1,1,1,3,2,1,17,1
2,1,2,5,5,4,4,3,3,3,4,5,2,36,2
1,2,2,5,5,5,4,4,3,3,3,4,4,36,2
2,1,2,5,4,3,1,1,3,3,3,3,1,26,2
1,2,2,1,3,5,3,1,4,5,3,4,1,29,2
1,1,2,5,5,4,3,5,2,4,4,4,4,36,2
1,1,2,5,5,2,3,4,4,2,4,4,2,33,2
1,1,1,1,1,3,1,1,3,1,5,5,1,21,2
2,1,1,4,3,3,2,2,2,1,2,1,1,20,2
2,1,2,3,3,1,1,1,3,1,1,3,1,17,1
1,1,2,3,1,2,1,4,5,3,1,2,1,22,2
2,1,2,1,1,1,1,3,1,1,1,1,1,11,1
1,1,2,2,2,1,2,5,3,3,3,3,1,24,2
1,1,2,5,2,1,1,2,1,1,1,1,1,15,1
1,1,2,5,5,1,5,3,3,2,3,5,1,32,2
1,1,2,4,5,5,5,5,5,3,5,5,4,42,3
1,2,2,5,1,5,1,5,1,1,1,1,1,21,2
1,1,2,2,3,3,3,3,2,4,4,4,2,28,2
1,1,2,5,5,5,5,5,5,5,5,5,5,45,3
1,1,2,5,5,5,5,5,5,5,5,5,5,45,3
1,1,2,3,3,4,2,4,3,3,2,5,1,29,2
1,1,2,4,4,5,2,5,1,4,2,1,2,28,2
2,1,2,5,5,3,1,3,1,1,4,5,1,28,2
1,2,2,5,1,3,2,4,1,2,4,5,1,27,2
1,1,2,3,3,4,2,2,2,1,1,5,1,23,2
